label,Busyness,Coarseness,Complexity,Contrast,Strength
0,0.13664974,0.010835529,226.71895,0.03699523,4.424192
0,5.9621787,0.008509588,12.190736,0.058428086,0.30939776
0,0.094123855,0.0075751506,1443.7124,0.13400786,4.102269
1,0.3258091,0.010409993,33.550568,0.03356575,1.4324745
0,0.5359924,0.006732104,112.62123,0.035735887,0.8857892
0,0.04417067,0.008421132,2158.4795,0.114505105,6.4835687
0,0.092087634,0.0066453316,2651.4658,0.23358425,4.3754625
0,0.05078948,0.0075729997,3772.8567,0.16566807,7.642994
0,0.04384696,0.0075910967,5238.4653,0.20393273,10.990985
0,0.04376546,0.0071271816,3938.3408,0.07461763,12.960194
1,0.40761277,0.011994659,77.87723,0.14023803,1.4234844
