label,GrayLevelNonUniformity,GrayLevelNonUniformityNormalized,GrayLevelVariance,HighGrayLevelRunEmphasis,LongRunEmphasis,LongRunHighGrayLevelEmphasis,LongRunLowGrayLevelEmphasis,LowGrayLevelRunEmphasis,RunEntropy,RunLengthNonUniformity,RunLengthNonUniformityNormalized,RunPercentage,RunVariance,ShortRunEmphasis,ShortRunHighGrayLevelEmphasis,ShortRunLowGrayLevelEmphasis
0,51.516266,0.05970745,204.21436,795.157,5.0080104,1019.69354,4.0231943,0.18994172,5.511976,552.7609,0.6529094,0.63659483,2.492612,0.82884425,749.0943,0.056075655
0,86.35656,0.071683876,46.80717,1661.6433,1.3453532,2269.0227,0.0010825363,0.0008446356,4.7296553,999.4797,0.8290134,0.90492976,0.122001976,0.9281667,1535.5377,0.00079452526
0,39.191864,0.036169693,397.50497,2346.416,2.278479,2916.5786,1.2021976,0.1027512,5.829138,838.93365,0.7777653,0.8103797,0.74703324,0.9002968,2227.5752,0.040713828
0,46.554592,0.036869206,70.241974,3549.6545,1.168791,4157.37,0.00036555412,0.0003159754,5.2623115,1139.8878,0.9026143,0.94867945,0.05739972,0.9611751,3410.4937,0.00030450895
0,123.078415,0.1262109,7.7270527,86.69365,2.5700073,234.90616,0.1766014,0.050492454,4.3495536,585.4367,0.5909351,0.73120266,0.6103291,0.7920227,67.37128,0.035064023
0,40.898216,0.04367201,330.52765,774.4539,3.8928144,886.56647,2.9294982,0.16389792,5.9616504,653.4256,0.7078558,0.6942727,1.7981814,0.8597868,748.1399,0.053170837
0,55.38465,0.044367548,91.736824,1739.2239,1.2160379,2108.6816,0.0011037228,0.0009589192,5.2825484,1109.1338,0.88786185,0.93781424,0.07743949,0.9543739,1660.7316,0.00092840364
0,51.37984,0.041275147,60.216465,2328.1477,1.2217025,2874.812,0.0005832501,0.00048653883,5.2336326,1094.6558,0.8783348,0.93515575,0.07574543,0.9503679,2206.292,0.0004647185
0,192.60365,0.24656323,1.5835416,39.256207,4.780477,195.22968,0.14369325,0.03728591,3.8793788,335.59183,0.414652,0.5857366,1.4273006,0.6495851,25.040846,0.026122434
1,43.737198,0.036163725,68.95149,2545.9849,1.3285173,3406.1938,0.00058638625,0.00044792067,5.44123,1010.6514,0.83363146,0.90874416,0.11278347,0.9299078,2362.5962,0.00041829038
