no,feature1,feature2,corrcoef
216,original_firstorder_Energy.nrrd,original_glcm_JointEntropy.nrrd,0.9237150246007542
217,original_firstorder_Energy.nrrd,original_glcm_MaximumProbability.nrrd,0.6797369890108633
218,original_firstorder_Energy.nrrd,original_glcm_MCC.nrrd,0.8998183782574899
219,original_firstorder_Energy.nrrd,original_glcm_SumAverage.nrrd,0.9432855162745991
220,original_firstorder_Energy.nrrd,original_glcm_SumEntropy.nrrd,0.9218092426002112
221,original_firstorder_Energy.nrrd,original_glcm_SumSquares.nrrd,0.9206381369430846
222,original_firstorder_Energy.nrrd,original_gldm_DependenceEntropy.nrrd,0.915333720991681
223,original_firstorder_Energy.nrrd,original_gldm_DependenceNonUniformity.nrrd,0.9682490276262876
224,original_firstorder_Energy.nrrd,original_gldm_DependenceNonUniformityNormalized.nrrd,0.9198062717438554
225,original_firstorder_Energy.nrrd,original_gldm_DependenceVariance.nrrd,0.8001780620539609
226,original_firstorder_Energy.nrrd,original_gldm_GrayLevelNonUniformity.nrrd,0.8977826151924334
227,original_firstorder_Energy.nrrd,original_gldm_GrayLevelVariance.nrrd,0.9233782042827778
228,original_firstorder_Energy.nrrd,original_gldm_HighGrayLevelEmphasis.nrrd,0.9710509699718252
229,original_firstorder_Energy.nrrd,original_gldm_LargeDependenceEmphasis.nrrd,0.8187337244707209
230,original_firstorder_Energy.nrrd,original_gldm_LargeDependenceHighGrayLevelEmphasis.nrrd,0.9040901783367619
231,original_firstorder_Energy.nrrd,original_gldm_LargeDependenceLowGrayLevelEmphasis.nrrd,0.7046567132512118
232,original_firstorder_Energy.nrrd,original_gldm_LowGrayLevelEmphasis.nrrd,0.6319939893741605
233,original_firstorder_Energy.nrrd,original_gldm_SmallDependenceEmphasis.nrrd,0.9206674944141299
234,original_firstorder_Energy.nrrd,original_gldm_SmallDependenceHighGrayLevelEmphasis.nrrd,0.977555346958022
235,original_firstorder_Energy.nrrd,original_gldm_SmallDependenceLowGrayLevelEmphasis.nrrd,0.5295281646543392
236,original_firstorder_Energy.nrrd,original_glrlm_GrayLevelNonUniformity.nrrd,0.9023546800932283
237,original_firstorder_Energy.nrrd,original_glrlm_GrayLevelNonUniformityNormalized.nrrd,0.7935952401590817
238,original_firstorder_Energy.nrrd,original_glrlm_GrayLevelVariance.nrrd,0.9237552431681088
239,original_firstorder_Energy.nrrd,original_glrlm_HighGrayLevelRunEmphasis.nrrd,0.9710439476966527
240,original_firstorder_Energy.nrrd,original_glrlm_LongRunEmphasis.nrrd,0.8972049231706497
241,original_firstorder_Energy.nrrd,original_glrlm_LongRunHighGrayLevelEmphasis.nrrd,0.9670948532671017
242,original_firstorder_Energy.nrrd,original_glrlm_LongRunLowGrayLevelEmphasis.nrrd,0.6432829710304742
243,original_firstorder_Energy.nrrd,original_glrlm_LowGrayLevelRunEmphasis.nrrd,0.6273240137654148
244,original_firstorder_Energy.nrrd,original_glrlm_RunEntropy.nrrd,0.9199609151636124
245,original_firstorder_Energy.nrrd,original_glrlm_RunLengthNonUniformity.nrrd,0.969125386508656
246,original_firstorder_Energy.nrrd,original_glrlm_RunLengthNonUniformityNormalized.nrrd,0.9071911437306935
247,original_firstorder_Energy.nrrd,original_glrlm_RunPercentage.nrrd,0.9056193205573331
248,original_firstorder_Energy.nrrd,original_glrlm_RunVariance.nrrd,0.8185428816951168
249,original_firstorder_Energy.nrrd,original_glrlm_ShortRunEmphasis.nrrd,0.9051672596364886
250,original_firstorder_Energy.nrrd,original_glrlm_ShortRunHighGrayLevelEmphasis.nrrd,0.9718700069211887
251,original_firstorder_Energy.nrrd,original_glrlm_ShortRunLowGrayLevelEmphasis.nrrd,0.6229268413510908
252,original_firstorder_Energy.nrrd,original_glszm_GrayLevelNonUniformity.nrrd,0.9366396178661316
253,original_firstorder_Energy.nrrd,original_glszm_GrayLevelNonUniformityNormalized.nrrd,0.8036802754284359
254,original_firstorder_Energy.nrrd,original_glszm_GrayLevelVariance.nrrd,0.9256561529601063
255,original_firstorder_Energy.nrrd,original_glszm_HighGrayLevelZoneEmphasis.nrrd,0.9703201446112933
256,original_firstorder_Energy.nrrd,original_glszm_LargeAreaEmphasis.nrrd,0.6396964482932875
257,original_firstorder_Energy.nrrd,original_glszm_LargeAreaHighGrayLevelEmphasis.nrrd,0.7201425489877517
258,original_firstorder_Energy.nrrd,original_glszm_LargeAreaLowGrayLevelEmphasis.nrrd,0.5808333909458809
259,original_firstorder_Energy.nrrd,original_glszm_LowGrayLevelZoneEmphasis.nrrd,0.5667122627396359
260,original_firstorder_Energy.nrrd,original_glszm_SizeZoneNonUniformity.nrrd,0.9615198692337915
261,original_firstorder_Energy.nrrd,original_glszm_SizeZoneNonUniformityNormalized.nrrd,0.9195052345966502
262,original_firstorder_Energy.nrrd,original_glszm_SmallAreaEmphasis.nrrd,0.9134818870081802
263,original_firstorder_Energy.nrrd,original_glszm_SmallAreaHighGrayLevelEmphasis.nrrd,0.9757342331187868
264,original_firstorder_Energy.nrrd,original_glszm_SmallAreaLowGrayLevelEmphasis.nrrd,0.518825061703425
265,original_firstorder_Energy.nrrd,original_glszm_ZoneEntropy.nrrd,0.915782083007395
266,original_firstorder_Energy.nrrd,original_glszm_ZonePercentage.nrrd,0.9192029849283526
267,original_firstorder_Energy.nrrd,original_glszm_ZoneVariance.nrrd,0.5103133272896584
268,original_firstorder_Energy.nrrd,original_ngtdm_Busyness.nrrd,0.8582296971948792
269,original_firstorder_Energy.nrrd,original_ngtdm_Coarseness.nrrd,0.6961895535462224
270,original_firstorder_Energy.nrrd,original_ngtdm_Complexity.nrrd,0.8774204409965923
271,original_firstorder_Energy.nrrd,original_ngtdm_Contrast.nrrd,0.9062548096187837
272,original_firstorder_Energy.nrrd,original_ngtdm_Strength.nrrd,0.8634657623231755
273,original_firstorder_Entropy.nrrd,original_firstorder_InterquartileRange.nrrd,0.9610836212673965
274,original_firstorder_Entropy.nrrd,original_firstorder_Kurtosis.nrrd,0.94659180910068
275,original_firstorder_Entropy.nrrd,original_firstorder_Maximum.nrrd,0.9951770217576326
276,original_firstorder_Entropy.nrrd,original_firstorder_Mean.nrrd,0.9933461841900635
277,original_firstorder_Entropy.nrrd,original_firstorder_MeanAbsoluteDeviation.nrrd,0.9766908618252091
